roi_i,roi_j,tval,p_unc,p_fdr,significant,yeo7_i,yeo7_i_name,yeo17_i,yeo17_i_name,yeo7_j,yeo7_j_name,yeo17_j,yeo17_j_name,HO_i_name,HO_j_name,HO_pair,yeo7_pair,yeo7_kind,yeo17_pair,yeo17_kind
239,267,4.887804,1.2130159e-06,0.00048926676,True,6,Frontoparietal Control,11,Frontoparietal Control – A,1,Visual,15,Default Mode – B,Right Cingulate Gyrus; anterior division,Right Parahippocampal Gyrus; posterior division,Right Cingulate Gyrus; anterior division ↔ Right Parahippocampal Gyrus; posterior division,Frontoparietal Control ↔ Visual,inter,Default Mode – B ↔ Frontoparietal Control – A,inter
382,390,4.884839,1.2319617e-06,0.0004917324,True,0,Unknown,0,Unknown,0,Unknown,0,Unknown,Unknown,Unknown,Unknown ↔ Unknown,Unknown ↔ Unknown,intra,Unknown ↔ Unknown,intra
12,33,4.878387,1.2794575e-06,0.0005039962,True,5,Limbic,9,Limbic – A,0,Unknown,0,Unknown,Right Amygdala,Unknown,Right Amygdala ↔ Unknown,Limbic ↔ Unknown,inter,Limbic – A ↔ Unknown,inter
114,182,4.8739896,1.2990357e-06,0.0005039962,True,1,Visual,1,Visual – Central,5,Limbic,9,Limbic – A,Left Lateral Occipital Cortex; inferior division,Left Temporal Pole,Left Lateral Occipital Cortex; inferior division ↔ Left Temporal Pole,Limbic ↔ Visual,inter,Limbic – A ↔ Visual – Central,inter
310,390,4.8732877,1.3021458e-06,0.0005039962,True,0,Unknown,0,Unknown,0,Unknown,0,Unknown,,Unknown,Unknown ↔ Unknown,Unknown ↔ Unknown,intra,Unknown ↔ Unknown,intra
113,300,4.8730025,1.3097648e-06,0.00050439767,True,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,0,Unknown,0,Unknown,Right Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),,Right Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) ↔ Unknown,Salience / Ventral Attention ↔ Unknown,inter,Salience/Ventral Attention – A ↔ Unknown,inter
242,315,4.8704333,1.3248981e-06,0.0005076745,True,1,Visual,2,Visual – Peripheral,0,Unknown,0,Unknown,,,Unknown ↔ Unknown,Unknown ↔ Visual,inter,Unknown ↔ Visual – Peripheral,inter
294,389,4.8670483,1.3549369e-06,0.00050905184,True,1,Visual,5,Dorsal Attention – A,2,Somatomotor,3,Somatomotor – A,Right Lateral Occipital Cortex; superior division,Right Postcentral Gyrus,Right Lateral Occipital Cortex; superior division ↔ Right Postcentral Gyrus,Somatomotor ↔ Visual,inter,Dorsal Attention – A ↔ Somatomotor – A,inter
51,133,4.8659077,1.3533222e-06,0.00050905184,True,3,Dorsal Attention,11,Frontoparietal Control – A,7,Default Mode,17,Temporo-Parietal,Left Precuneous Cortex,Right Inferior Frontal Gyrus; pars triangularis,Left Precuneous Cortex ↔ Right Inferior Frontal Gyrus; pars triangularis,Default Mode ↔ Dorsal Attention,inter,Frontoparietal Control – A ↔ Temporo-Parietal,inter
70,332,4.865648,1.3615075e-06,0.00050905184,True,1,Visual,1,Visual – Central,1,Visual,1,Visual – Central,Right Occipital Fusiform Gyrus,Left Lingual Gyrus,Left Lingual Gyrus ↔ Right Occipital Fusiform Gyrus,Visual ↔ Visual,intra,Visual – Central ↔ Visual – Central,intra
242,359,4.8642516,1.361705e-06,0.00050905184,True,1,Visual,2,Visual – Peripheral,2,Somatomotor,3,Somatomotor – A,,Right Postcentral Gyrus,Right Postcentral Gyrus ↔ Unknown,Somatomotor ↔ Visual,inter,Somatomotor – A ↔ Visual – Peripheral,inter
53,100,4.8494043,1.4677865e-06,0.00053797255,True,7,Default Mode,17,Temporo-Parietal,5,Limbic,10,Limbic – B,Right Superior Frontal Gyrus,Right Subcallosal Cortex,Right Subcallosal Cortex ↔ Right Superior Frontal Gyrus,Default Mode ↔ Limbic,inter,Limbic – B ↔ Temporo-Parietal,inter
92,133,4.8473043,1.4855607e-06,0.00053956127,True,1,Visual,2,Visual – Peripheral,7,Default Mode,17,Temporo-Parietal,Right Precuneous Cortex,Right Inferior Frontal Gyrus; pars triangularis,Right Inferior Frontal Gyrus; pars triangularis ↔ Right Precuneous Cortex,Default Mode ↔ Visual,inter,Temporo-Parietal ↔ Visual – Peripheral,inter
51,227,4.838518,1.5485673e-06,0.0005545608,True,3,Dorsal Attention,11,Frontoparietal Control – A,1,Visual,1,Visual – Central,Left Precuneous Cortex,,Left Precuneous Cortex ↔ Unknown,Dorsal Attention ↔ Visual,inter,Frontoparietal Control – A ↔ Visual – Central,inter
215,390,4.834384,1.5765991e-06,0.00056197325,True,7,Default Mode,13,Frontoparietal Control – C,0,Unknown,0,Unknown,Left Middle Frontal Gyrus,Unknown,Left Middle Frontal Gyrus ↔ Unknown,Default Mode ↔ Unknown,inter,Frontoparietal Control – C ↔ Unknown,inter
100,217,4.8281794,1.6274998e-06,0.00057030696,True,5,Limbic,10,Limbic – B,7,Default Mode,14,Default Mode – A,Right Subcallosal Cortex,Left Angular Gyrus,Left Angular Gyrus ↔ Right Subcallosal Cortex,Default Mode ↔ Limbic,inter,Default Mode – A ↔ Limbic – B,inter
13,34,4.8278627,1.6288616e-06,0.00057030696,True,1,Visual,1,Visual – Central,7,Default Mode,17,Temporo-Parietal,,Right Temporal Pole,Right Temporal Pole ↔ Unknown,Default Mode ↔ Visual,inter,Temporo-Parietal ↔ Visual – Central,inter
172,217,4.8248653,1.6578867e-06,0.0005723144,True,6,Frontoparietal Control,13,Frontoparietal Control – C,7,Default Mode,14,Default Mode – A,Right Frontal Pole,Left Angular Gyrus,Left Angular Gyrus ↔ Right Frontal Pole,Default Mode ↔ Frontoparietal Control,inter,Default Mode – A ↔ Frontoparietal Control – C,inter
10,18,4.820152,1.6949551e-06,0.00057501515,True,2,Somatomotor,4,Somatomotor – B,0,Unknown,0,Unknown,Left Heschl's Gyrus (includes H1 and H2),,Left Heschl's Gyrus (includes H1 and H2) ↔ Unknown,Somatomotor ↔ Unknown,inter,Somatomotor – B ↔ Unknown,inter
267,289,4.799966,1.8690773e-06,0.0006149441,True,1,Visual,15,Default Mode – B,7,Default Mode,17,Temporo-Parietal,Right Parahippocampal Gyrus; posterior division,Right Frontal Pole,Right Frontal Pole ↔ Right Parahippocampal Gyrus; posterior division,Default Mode ↔ Visual,inter,Default Mode – B ↔ Temporo-Parietal,inter
231,242,4.797344,1.9006602e-06,0.0006170599,True,1,Visual,1,Visual – Central,1,Visual,2,Visual – Peripheral,Left Occipital Fusiform Gyrus,,Left Occipital Fusiform Gyrus ↔ Unknown,Visual ↔ Visual,intra,Visual – Central ↔ Visual – Peripheral,inter
14,65,4.7949934,1.9115037e-06,0.0006170599,True,0,Unknown,0,Unknown,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,Left Caudate,Left Planum Temporale,Left Caudate ↔ Left Planum Temporale,Salience / Ventral Attention ↔ Unknown,inter,Salience/Ventral Attention – A ↔ Unknown,inter
239,315,4.7949557,1.9163351e-06,0.0006170599,True,6,Frontoparietal Control,11,Frontoparietal Control – A,0,Unknown,0,Unknown,Right Cingulate Gyrus; anterior division,,Right Cingulate Gyrus; anterior division ↔ Unknown,Frontoparietal Control ↔ Unknown,inter,Frontoparietal Control – A ↔ Unknown,inter
232,389,4.7924137,1.9495403e-06,0.00061878306,True,7,Default Mode,16,Default Mode – C,2,Somatomotor,3,Somatomotor – A,Right Frontal Pole,Right Postcentral Gyrus,Right Frontal Pole ↔ Right Postcentral Gyrus,Default Mode ↔ Somatomotor,inter,Default Mode – C ↔ Somatomotor – A,inter
214,306,4.788759,1.9783527e-06,0.00061878306,True,6,Frontoparietal Control,12,Frontoparietal Control – B,7,Default Mode,13,Frontoparietal Control – C,Left Inferior Frontal Gyrus; pars opercularis,Right Middle Frontal Gyrus,Left Inferior Frontal Gyrus; pars opercularis ↔ Right Middle Frontal Gyrus,Default Mode ↔ Frontoparietal Control,inter,Frontoparietal Control – B ↔ Frontoparietal Control – C,inter
21,247,4.78773,1.9787312e-06,0.00061878306,True,0,Unknown,0,Unknown,0,Unknown,0,Unknown,Left Thalamus,,Left Thalamus ↔ Unknown,Unknown ↔ Unknown,intra,Unknown ↔ Unknown,intra
182,310,4.7820387,2.0342889e-06,0.0006311731,True,5,Limbic,9,Limbic – A,0,Unknown,0,Unknown,Left Temporal Pole,,Left Temporal Pole ↔ Unknown,Limbic ↔ Unknown,inter,Limbic – A ↔ Unknown,inter
95,337,4.779911,2.0630293e-06,0.0006352583,True,2,Somatomotor,4,Somatomotor – B,7,Default Mode,15,Default Mode – B,Left Postcentral Gyrus,Left Hippocampus,Left Hippocampus ↔ Left Postcentral Gyrus,Default Mode ↔ Somatomotor,inter,Default Mode – B ↔ Somatomotor – B,inter
172,254,4.7732005,2.1236378e-06,0.00064839487,True,6,Frontoparietal Control,13,Frontoparietal Control – C,7,Default Mode,13,Frontoparietal Control – C,Right Frontal Pole,Left Frontal Pole,Left Frontal Pole ↔ Right Frontal Pole,Default Mode ↔ Frontoparietal Control,inter,Frontoparietal Control – C ↔ Frontoparietal Control – C,intra
182,191,4.7688913,2.171822e-06,0.0006527049,True,5,Limbic,9,Limbic – A,3,Dorsal Attention,12,Frontoparietal Control – B,Left Temporal Pole,Right Inferior Frontal Gyrus; pars opercularis,Left Temporal Pole ↔ Right Inferior Frontal Gyrus; pars opercularis,Dorsal Attention ↔ Limbic,inter,Frontoparietal Control – B ↔ Limbic – A,inter
71,96,4.765338,2.2188015e-06,0.0006616345,True,0,Unknown,0,Unknown,6,Frontoparietal Control,8,Salience/Ventral Attention – B,Right Thalamus,Right Frontal Pole,Right Frontal Pole ↔ Right Thalamus,Frontoparietal Control ↔ Unknown,inter,Salience/Ventral Attention – B ↔ Unknown,inter
33,95,4.7622614,2.2491395e-06,0.0006680816,True,0,Unknown,0,Unknown,2,Somatomotor,4,Somatomotor – B,Unknown,Left Postcentral Gyrus,Left Postcentral Gyrus ↔ Unknown,Somatomotor ↔ Unknown,inter,Somatomotor – B ↔ Unknown,inter
188,229,4.7545333,2.3325663e-06,0.0006863756,True,1,Visual,15,Default Mode – B,1,Visual,2,Visual – Peripheral,Left Temporal Fusiform Cortex; posterior division,Right Lateral Occipital Cortex; superior division,Left Temporal Fusiform Cortex; posterior division ↔ Right Lateral Occipital Cortex; superior division,Visual ↔ Visual,intra,Default Mode – B ↔ Visual – Peripheral,inter
21,315,4.753049,2.3401417e-06,0.0006863756,True,0,Unknown,0,Unknown,0,Unknown,0,Unknown,Left Thalamus,,Left Thalamus ↔ Unknown,Unknown ↔ Unknown,intra,Unknown ↔ Unknown,intra
133,254,4.7526546,2.3465525e-06,0.0006863756,True,7,Default Mode,17,Temporo-Parietal,7,Default Mode,13,Frontoparietal Control – C,Right Inferior Frontal Gyrus; pars triangularis,Left Frontal Pole,Left Frontal Pole ↔ Right Inferior Frontal Gyrus; pars triangularis,Default Mode ↔ Default Mode,intra,Frontoparietal Control – C ↔ Temporo-Parietal,inter
358,390,4.7449675,2.433683e-06,0.0007064687,True,0,Unknown,0,Unknown,0,Unknown,0,Unknown,Unknown,Unknown,Unknown ↔ Unknown,Unknown ↔ Unknown,intra,Unknown ↔ Unknown,intra
81,217,4.7362986,2.5516429e-06,0.0007351417,True,2,Somatomotor,4,Somatomotor – B,7,Default Mode,14,Default Mode – A,Right Precentral Gyrus,Left Angular Gyrus,Left Angular Gyrus ↔ Right Precentral Gyrus,Default Mode ↔ Somatomotor,inter,Default Mode – A ↔ Somatomotor – B,inter
146,275,4.732803,2.5870509e-06,0.0007397807,True,1,Visual,1,Visual – Central,3,Dorsal Attention,11,Frontoparietal Control – A,Right Temporal Occipital Fusiform Cortex,Right Precuneous Cortex,Right Precuneous Cortex ↔ Right Temporal Occipital Fusiform Cortex,Dorsal Attention ↔ Visual,inter,Frontoparietal Control – A ↔ Visual – Central,inter
181,217,4.73,2.620887e-06,0.00074286613,True,3,Dorsal Attention,5,Dorsal Attention – A,7,Default Mode,14,Default Mode – A,Left Lateral Occipital Cortex; superior division,Left Angular Gyrus,Left Angular Gyrus ↔ Left Lateral Occipital Cortex; superior division,Default Mode ↔ Dorsal Attention,inter,Default Mode – A ↔ Dorsal Attention – A,inter
51,230,4.7299385,2.618444e-06,0.00074286613,True,3,Dorsal Attention,11,Frontoparietal Control – A,0,Unknown,0,Unknown,Left Precuneous Cortex,,Left Precuneous Cortex ↔ Unknown,Dorsal Attention ↔ Unknown,inter,Frontoparietal Control – A ↔ Unknown,inter
133,213,4.728444,2.6366145e-06,0.00074286613,True,7,Default Mode,17,Temporo-Parietal,0,Unknown,0,Unknown,Right Inferior Frontal Gyrus; pars triangularis,,Right Inferior Frontal Gyrus; pars triangularis ↔ Unknown,Default Mode ↔ Unknown,inter,Temporo-Parietal ↔ Unknown,inter
92,360,4.7224774,2.7112305e-06,0.00075555587,True,1,Visual,2,Visual – Peripheral,3,Dorsal Attention,6,Dorsal Attention – B,Right Precuneous Cortex,Left Superior Parietal Lobule,Left Superior Parietal Lobule ↔ Right Precuneous Cortex,Dorsal Attention ↔ Visual,inter,Dorsal Attention – B ↔ Visual – Peripheral,inter
125,297,4.718772,2.770442e-06,0.00076648226,True,0,Unknown,0,Unknown,7,Default Mode,17,Temporo-Parietal,Right Putamen,Left Frontal Pole,Left Frontal Pole ↔ Right Putamen,Default Mode ↔ Unknown,inter,Temporo-Parietal ↔ Unknown,inter
21,114,4.715167,2.8096438e-06,0.00077221333,True,0,Unknown,0,Unknown,1,Visual,1,Visual – Central,Left Thalamus,Left Lateral Occipital Cortex; inferior division,Left Lateral Occipital Cortex; inferior division ↔ Left Thalamus,Unknown ↔ Visual,inter,Unknown ↔ Visual – Central,inter
125,239,4.705974,2.9382654e-06,0.00080134126,True,0,Unknown,0,Unknown,6,Frontoparietal Control,11,Frontoparietal Control – A,Right Putamen,Right Cingulate Gyrus; anterior division,Right Cingulate Gyrus; anterior division ↔ Right Putamen,Frontoparietal Control ↔ Unknown,inter,Frontoparietal Control – A ↔ Unknown,inter
3,390,4.7018127,2.9934422e-06,0.00081015757,True,2,Somatomotor,4,Somatomotor – B,0,Unknown,0,Unknown,Left Postcentral Gyrus,Unknown,Left Postcentral Gyrus ↔ Unknown,Somatomotor ↔ Unknown,inter,Somatomotor – B ↔ Unknown,inter
294,392,4.701449,3.0236758e-06,0.00081306114,True,1,Visual,5,Dorsal Attention – A,7,Default Mode,16,Default Mode – C,Right Lateral Occipital Cortex; superior division,Left Frontal Pole,Left Frontal Pole ↔ Right Lateral Occipital Cortex; superior division,Default Mode ↔ Visual,inter,Default Mode – C ↔ Dorsal Attention – A,inter
152,296,4.69776,3.0599017e-06,0.00081423135,True,0,Unknown,0,Unknown,3,Dorsal Attention,5,Dorsal Attention – A,,Left Temporal Fusiform Cortex; posterior division,Left Temporal Fusiform Cortex; posterior division ↔ Unknown,Dorsal Attention ↔ Unknown,inter,Dorsal Attention – A ↔ Unknown,inter
10,390,4.690175,3.1663126e-06,0.0008331281,True,2,Somatomotor,4,Somatomotor – B,0,Unknown,0,Unknown,Left Heschl's Gyrus (includes H1 and H2),Unknown,Left Heschl's Gyrus (includes H1 and H2) ↔ Unknown,Somatomotor ↔ Unknown,inter,Somatomotor – B ↔ Unknown,inter
92,239,4.6892633,3.1798609e-06,0.0008331281,True,1,Visual,2,Visual – Peripheral,6,Frontoparietal Control,11,Frontoparietal Control – A,Right Precuneous Cortex,Right Cingulate Gyrus; anterior division,Right Cingulate Gyrus; anterior division ↔ Right Precuneous Cortex,Frontoparietal Control ↔ Visual,inter,Frontoparietal Control – A ↔ Visual – Peripheral,inter
231,390,4.6887674,3.1852726e-06,0.0008331281,True,1,Visual,1,Visual – Central,0,Unknown,0,Unknown,Left Occipital Fusiform Gyrus,Unknown,Left Occipital Fusiform Gyrus ↔ Unknown,Unknown ↔ Visual,inter,Unknown ↔ Visual – Central,inter
34,201,4.685175,3.2502371e-06,0.00084551354,True,7,Default Mode,17,Temporo-Parietal,7,Default Mode,10,Limbic – B,Right Temporal Pole,Right Frontal Orbital Cortex,Right Frontal Orbital Cortex ↔ Right Temporal Pole,Default Mode ↔ Default Mode,intra,Limbic – B ↔ Temporo-Parietal,inter
95,214,4.6845884,3.254691e-06,0.00084551354,True,2,Somatomotor,4,Somatomotor – B,6,Frontoparietal Control,12,Frontoparietal Control – B,Left Postcentral Gyrus,Left Inferior Frontal Gyrus; pars opercularis,Left Inferior Frontal Gyrus; pars opercularis ↔ Left Postcentral Gyrus,Frontoparietal Control ↔ Somatomotor,inter,Frontoparietal Control – B ↔ Somatomotor – B,inter
214,265,4.662963,3.601947e-06,0.00091707247,True,6,Frontoparietal Control,12,Frontoparietal Control – B,6,Frontoparietal Control,12,Frontoparietal Control – B,Left Inferior Frontal Gyrus; pars opercularis,Right Middle Frontal Gyrus,Left Inferior Frontal Gyrus; pars opercularis ↔ Right Middle Frontal Gyrus,Frontoparietal Control ↔ Frontoparietal Control,intra,Frontoparietal Control – B ↔ Frontoparietal Control – B,intra
65,95,4.6612372,3.636757e-06,0.0009228692,True,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,2,Somatomotor,4,Somatomotor – B,Left Planum Temporale,Left Postcentral Gyrus,Left Planum Temporale ↔ Left Postcentral Gyrus,Salience / Ventral Attention ↔ Somatomotor,inter,Salience/Ventral Attention – A ↔ Somatomotor – B,inter
49,339,4.660212,3.6641334e-06,0.0009267476,True,3,Dorsal Attention,6,Dorsal Attention – B,0,Unknown,0,Unknown,Left Postcentral Gyrus,Left Putamen,Left Postcentral Gyrus ↔ Left Putamen,Dorsal Attention ↔ Unknown,inter,Dorsal Attention – B ↔ Unknown,inter
182,359,4.6567626,3.7147283e-06,0.0009333833,True,5,Limbic,9,Limbic – A,2,Somatomotor,3,Somatomotor – A,Left Temporal Pole,Right Postcentral Gyrus,Left Temporal Pole ↔ Right Postcentral Gyrus,Limbic ↔ Somatomotor,inter,Limbic – A ↔ Somatomotor – A,inter
51,201,4.6409764,4.002107e-06,0.0009812296,True,3,Dorsal Attention,11,Frontoparietal Control – A,7,Default Mode,10,Limbic – B,Left Precuneous Cortex,Right Frontal Orbital Cortex,Left Precuneous Cortex ↔ Right Frontal Orbital Cortex,Default Mode ↔ Dorsal Attention,inter,Frontoparietal Control – A ↔ Limbic – B,inter
277,390,4.630478,4.2076026e-06,0.0010199284,True,5,Limbic,9,Limbic – A,0,Unknown,0,Unknown,Right Inferior Temporal Gyrus; anterior division,Unknown,Right Inferior Temporal Gyrus; anterior division ↔ Unknown,Limbic ↔ Unknown,inter,Limbic – A ↔ Unknown,inter
95,325,4.627203,4.2681418e-06,0.0010235916,True,2,Somatomotor,4,Somatomotor – B,7,Default Mode,16,Default Mode – C,Left Postcentral Gyrus,Right Paracingulate Gyrus,Left Postcentral Gyrus ↔ Right Paracingulate Gyrus,Default Mode ↔ Somatomotor,inter,Default Mode – C ↔ Somatomotor – B,inter
182,215,4.626807,4.2740917e-06,0.0010235916,True,5,Limbic,9,Limbic – A,7,Default Mode,13,Frontoparietal Control – C,Left Temporal Pole,Left Middle Frontal Gyrus,Left Middle Frontal Gyrus ↔ Left Temporal Pole,Default Mode ↔ Limbic,inter,Frontoparietal Control – C ↔ Limbic – A,inter
339,390,4.6259484,4.3048326e-06,0.0010277418,True,0,Unknown,0,Unknown,0,Unknown,0,Unknown,Left Putamen,Unknown,Left Putamen ↔ Unknown,Unknown ↔ Unknown,intra,Unknown ↔ Unknown,intra
65,70,4.617387,4.4755207e-06,0.0010542906,True,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,1,Visual,1,Visual – Central,Left Planum Temporale,Right Occipital Fusiform Gyrus,Left Planum Temporale ↔ Right Occipital Fusiform Gyrus,Salience / Ventral Attention ↔ Visual,inter,Salience/Ventral Attention – A ↔ Visual – Central,inter
48,390,4.615358,4.508666e-06,0.0010542906,True,7,Default Mode,13,Frontoparietal Control – C,0,Unknown,0,Unknown,Right Inferior Temporal Gyrus; posterior division,Unknown,Right Inferior Temporal Gyrus; posterior division ↔ Unknown,Default Mode ↔ Unknown,inter,Frontoparietal Control – C ↔ Unknown,inter
67,292,4.6138444,4.542119e-06,0.0010580238,True,0,Unknown,0,Unknown,0,Unknown,0,Unknown,Right Caudate,Left Putamen,Left Putamen ↔ Right Caudate,Unknown ↔ Unknown,intra,Unknown ↔ Unknown,intra
158,201,4.606053,4.7241124e-06,0.0010864047,True,7,Default Mode,16,Default Mode – C,7,Default Mode,10,Limbic – B,Left Paracingulate Gyrus,Right Frontal Orbital Cortex,Left Paracingulate Gyrus ↔ Right Frontal Orbital Cortex,Default Mode ↔ Default Mode,intra,Default Mode – C ↔ Limbic – B,inter
